Player_Name,Player_Name_Std,Player_ID,Team,Pos,Age,GP,TOI,GAR,WAR,SPAR,G,A1,A2,Points
Anton Lundell,ANTON.LUNDELL,8482113,FLA,C,21,78,15.375641025641025,-0.7,-0.1,-0.2,13,11,11,35
Tim Stützle,TIM.STÜTZLE,8482116,OTT,C,21,75,21.11866666666667,14.6,2.4,4.6,18,19,33,70
Lukas Reichel,LUKAS.REICHEL,8482117,CHI,L,21,65,14.11076923076923,-11.2,-1.8,-3.6,5,7,4,16
Brock Faber,BROCK.FABER,8482122,MIN,D,21,82,24.97439024390244,10.7,1.8,3.4,8,18,21,47
Quinton Byfield,QUINTON.BYFIELD,8482124,L.A,C/R,21,80,16.485,14.5,2.4,4.6,20,21,14,55
Alex Holtz,ALEX.HOLTZ,8482125,N.J,R,21,82,11.634146341463415,-2.2,-0.4,-0.7,16,6,6,28
Emil Andrae,EMIL.ANDRAE,8482126,PHI,D,21,4,13.0,0.5,0.1,0.2,0,0,0,0
Thomas Bordeleau,THOMAS.BORDELEAU,8482133,S.J,C,21,27,15.025925925925925,-1.4,-0.2,-0.4,6,3,2,11
Jamie Drysdale,JAMIE.DRYSDALE,8482142,ANA/PHI,D,21,34,19.623529411764707,-9.2,-1.5,-2.9,3,4,3,10
Luke Evangelista,LUKE.EVANGELISTA,8482146,NSH,R,21,80,13.955000000000002,10.9,1.8,3.5,16,17,6,39
Hendrix Lapierre,HENDRIX.LAPIERRE,8482148,WSH,C,21,51,11.437254901960783,4.6,0.7,1.5,8,4,10,22
Cole Perfetti,COLE.PERFETTI,8482149,WPG,C,21,71,13.588732394366197,9.9,1.6,3.1,19,16,3,38
Brendan Brisson,BRENDAN.BRISSON,8482153,VGK,C,21,15,12.34,2.7,0.4,0.9,2,3,3,8
Alex Laferriere,ALEX.LAFERRIERE,8482155,L.A,R,21,81,13.219753086419752,-3.2,-0.5,-1.0,12,7,4,23
Will Cuylle,WILL.CUYLLE,8482157,NYR,L,21,81,11.123456790123457,3.0,0.5,0.9,13,4,4,21
Tyson Foerster,TYSON.FOERSTER,8482159,PHI,R,21,77,17.266233766233768,12.3,2.0,3.9,20,6,7,33
Roby Jarventie,ROBY.JARVENTIE,8482162,OTT,L,21,7,7.514285714285714,-1.6,-0.3,-0.5,0,0,1,1
Shakir Mukhamadullin,SHAKIR.MUKHAMADULLIN,8482166,S.J,D,21,3,21.166666666666668,-0.9,-0.1,-0.3,0,1,0,1
Landon Slaggert,LANDON.SLAGGERT,8482172,CHI,L,21,16,11.2625,0.2,0.0,0.1,1,1,2,4
Jj Peterka,JJ.PETERKA,8482175,BUF,R,21,82,16.39268292682927,15.0,2.5,4.8,28,10,12,50
Wyatt Kaiser,WYATT.KAISER,8482176,CHI,D,21,32,17.3125,2.1,0.3,0.7,0,1,6,7
Marat Khusnutdinov,MARAT.KHUSNUTDINOV,8482177,MIN,C,21,16,13.1125,-0.1,0.0,0.0,1,0,3,4
Isaak Phillips,ISAAK.PHILLIPS,8482192,CHI,D,21,33,17.07272727272727,-10.1,-1.7,-3.2,0,3,3,6
Alex Barabanov,ALEX.BARABANOV,8482222,S.J,L,29,46,15.871739130434783,-4.8,-0.8,-1.5,4,3,6,13
Radim Zohorna,RADIM.ZOHORNA,8482241,PIT,L,27,33,9.763636363636364,-0.1,0.0,0.0,4,2,1,7
Artem Zub,ARTEM.ZUB,8482245,OTT,D,27,69,21.017391304347825,8.5,1.4,2.7,5,11,9,25
Bobby McMann,BOBBY.MCMANN,8482259,TOR,C,27,56,11.55892857142857,6.5,1.1,2.1,15,3,6,24
Mikael Pyyhtia,MIKAEL.PYYHTIA,8482451,CBJ,L,21,17,13.147058823529411,-3.4,-0.6,-1.1,0,2,0,2
Matt Rempe,MATT.REMPE,8482460,NYR,C,21,17,5.623529411764705,0.9,0.1,0.3,1,1,0,2
Ilya Solovyov,ILYA.SOLOVYOV,8482470,CGY,D,23,10,15.89,-2.8,-0.5,-0.9,0,1,2,3
Yegor Chinakhov,YEGOR.CHINAKHOV,8482475,CBJ,R,22,53,15.154716981132076,8.7,1.4,2.8,16,9,4,29
Nils Aman,NILS.AMAN,8482496,VAN,C,23,43,10.334883720930232,1.2,0.2,0.4,3,3,1,7
Mason Lohrei,MASON.LOHREI,8482511,BOS,D,22,41,16.958536585365852,0.7,0.1,0.2,4,3,6,13
Matthew Kessel,MATTHEW.KESSEL,8482516,STL,D,23,39,16.794871794871796,-1.5,-0.2,-0.5,1,2,4,7
Daniil Miromanov,DANIIL.MIROMANOV,8482624,CGY/VGK,D,26,24,20.720833333333335,0.6,0.1,0.2,3,2,2,7
Walker Duehr,WALKER.DUEHR,8482652,CGY,R,25,40,8.115,-0.4,-0.1,-0.1,2,4,1,7
Janis Moser,JANIS.MOSER,8482655,ARI,D,23,80,20.57125,-7.5,-1.2,-2.4,5,8,13,26
Josh Doan,JOSH.DOAN,8482659,ARI,R,21,11,12.30909090909091,4.0,0.7,1.3,5,2,2,9
Kent Johnson,KENT.JOHNSON,8482660,CBJ,C,20,42,13.542857142857141,2.3,0.4,0.7,6,6,4,16
Matty Beniers,MATTY.BENIERS,8482665,SEA,C,20,77,17.963636363636365,1.6,0.3,0.5,15,15,7,37
William Eklund,WILLIAM.EKLUND,8482667,S.J,L,20,80,18.661250000000003,6.3,1.0,2.0,16,16,13,45
Owen Power,OWEN.POWER,8482671,BUF,D,20,76,22.919736842105266,10.9,1.8,3.5,6,13,14,33
Matt Coronato,MATT.CORONATO,8482679,CGY,R,20,34,12.611764705882353,0.3,0.0,0.1,3,4,2,9
Luke Hughes,LUKE.HUGHES,8482684,N.J,D,20,82,21.47439024390244,1.1,0.2,0.4,9,16,22,47
Dylan Guenther,DYLAN.GUENTHER,8482699,ARI,R,20,45,16.28,8.2,1.4,2.6,18,11,6,35
Logan Stankoven,LOGAN.STANKOVEN,8482702,DAL,C,20,24,14.670833333333334,7.3,1.2,2.3,6,5,3,14
Cole Sillinger,COLE.SILLINGER,8482705,CBJ,C,20,77,16.11948051948052,-2.8,-0.5,-0.9,13,12,7,32
Mackie Samoskevich,MACKIE.SAMOSKEVICH,8482713,FLA,R,20,7,12.042857142857143,-2.1,-0.3,-0.7,0,0,0,0
Matthew Knies,MATTHEW.KNIES,8482720,TOR,L,20,80,13.6775,6.0,1.0,1.9,15,12,8,35
Brandt Clarke,BRANDT.CLARKE,8482730,L.A,D,20,16,13.65,-2.9,-0.5,-0.9,2,3,1,6
Zachary Bolduc,ZACHARY.BOLDUC,8482737,STL,C,20,25,12.015999999999998,2.3,0.4,0.7,5,1,3,9
Wyatt Johnston,WYATT.JOHNSTON,8482740,DAL,C,20,82,17.002439024390245,11.3,1.9,3.6,32,25,8,65
James Malatesta,JAMES.MALATESTA,8482744,CBJ,L,20,11,10.218181818181819,-0.6,-0.1,-0.2,2,0,2,4
Mason McTavish,MASON.MCTAVISH,8482745,ANA,C,20,64,16.2765625,5.5,0.9,1.7,19,16,7,42
Joshua Roy,JOSHUA.ROY,8482749,MTL,R,20,23,12.139130434782608,2.4,0.4,0.8,4,4,1,9
Ryan Winterton,RYAN.WINTERTON,8482751,SEA,C,20,9,9.333333333333334,-0.7,-0.1,-0.2,0,0,0,0
Simon Edvinsson,SIMON.EDVINSSON,8482762,DET,D,20,16,18.25625,3.8,0.6,1.2,1,1,0,2
Isak Rosen,ISAK.ROSEN,8482765,BUF,R,20,7,8.585714285714285,-1.1,-0.2,-0.3,0,0,0,0
Zach Dean,ZACH.DEAN,8482784,STL,C,20,9,10.555555555555555,-3.3,-0.5,-1.1,0,0,0,0
Olen Zellweger,OLEN.ZELLWEGER,8482803,ANA,D,20,26,19.284615384615385,-0.9,-0.1,-0.3,2,4,3,9
Ryker Evans,RYKER.EVANS,8482858,SEA,D,21,36,19.177777777777777,2.6,0.4,0.8,1,8,0,9
Zack Ostapchuk,ZACK.OSTAPCHUK,8482859,OTT,C,20,7,10.5,-1.6,-0.3,-0.5,0,0,0,0
Vincent Iorio,VINCENT.IORIO,8482861,WSH,D,20,6,9.833333333333334,0.7,0.1,0.2,0,0,0,0
Emil Martinsen Lilleberg,EMIL.MARTINSEN LILLEBERG,8482929,T.B,D,22,37,16.186486486486487,-0.8,-0.1,-0.2,0,3,2,5
Arber Xhekaj,ARBER.XHEKAJ,8482964,MTL,D,22,44,15.927272727272726,1.6,0.3,0.5,3,6,1,10
Logan Morrison,LOGAN.MORRISON,8483012,SEA,C,21,4,13.125,0.0,0.0,0.0,0,0,0,0
Arshdeep Bains,ARSHDEEP.BAINS,8483395,VAN,L,22,8,11.8,-2.8,-0.5,-0.9,0,0,0,0
Logan Cooley,LOGAN.COOLEY,8483431,ARI,C,19,82,15.814634146341463,3.5,0.6,1.1,20,18,6,44
David Jiricek,DAVID.JIRICEK,8483460,CBJ,D,19,43,14.597674418604653,-4.8,-0.8,-1.5,1,5,4,10
Kevin Korchinski,KEVIN.KORCHINSKI,8483466,CHI,D,19,76,19.61578947368421,-11.1,-1.8,-3.5,5,4,6,15
Tristan Luneau,TRISTAN.LUNEAU,8483482,ANA,D,19,7,17.87142857142857,-1.2,-0.2,-0.4,1,0,2,3
Pavel Mintyukov,PAVEL.MINTYUKOV,8483490,ANA,D,19,63,18.844444444444445,0.0,0.0,0.0,4,10,14,28
Ivan Miroshnichenko,IVAN.MIROSHNICHENKO,8483491,WSH,L,19,21,12.138095238095238,-0.5,-0.1,-0.2,2,1,3,6
Simon Nemec,SIMON.NEMEC,8483495,N.J,D,19,60,19.863333333333333,4.9,0.8,1.5,3,13,3,19
Liam Ohgren,LIAM.OHGREN,8483499,MIN,L,19,4,14.5,0.6,0.1,0.2,1,0,1,2
Matthew Poitras,MATTHEW.POITRAS,8483505,BOS,C,19,33,13.396969696969698,2.6,0.4,0.8,5,4,6,15
Juraj Slafkovsky,JURAJ.SLAFKOVSKY,8483515,MTL,L,19,82,17.93536585365854,4.3,0.7,1.4,20,19,11,50
Shane Wright,SHANE.WRIGHT,8483524,SEA,C,19,8,13.5375,2.5,0.4,0.8,4,1,0,5
Nick Blankenburg,NICK.BLANKENBURG,8483565,CBJ,D,25,12,16.208333333333332,0.1,0.0,0.0,1,0,0,1
Ben Meyers,BEN.MEYERS,8483570,ANA/COL,C,24,23,10.108695652173912,-0.2,0.0,-0.1,1,1,1,3
Milos Kelemen,MILOS.KELEMEN,8483597,ARI,L,24,10,7.68,-1.4,-0.2,-0.5,0,0,1,1
Filip Roos,FILIP.ROOS,8483619,CHI,D,24,4,14.725,-1.8,-0.3,-0.6,0,0,0,0
Pavol Regenda,PAVOL.REGENDA,8483630,ANA,L,23,5,11.559999999999999,-0.5,-0.1,-0.2,0,0,0,0
Andrei Kuzmenko,ANDREI.KUZMENKO,8483808,CGY/VAN,L,27,72,14.884722222222223,15.2,2.5,4.8,22,13,11,46
Connor Bedard,CONNOR.BEDARD,8484144,CHI,C,18,68,19.78235294117647,7.0,1.2,2.2,22,28,11,61
Zach Benson,ZACH.BENSON,8484145,BUF,L,18,71,14.516901408450705,1.1,0.2,0.4,11,11,8,30
Leo Carlsson,LEO.CARLSSON,8484153,ANA,C,18,55,18.10909090909091,6.7,1.1,2.1,12,11,6,29
Adam Fantilli,ADAM.FANTILLI,8484166,CBJ,C,18,49,15.710204081632652,-0.4,-0.1,-0.1,12,10,5,27
Jason Polin,JASON.POLIN,8484255,COL,R,24,7,7.428571428571429,0.3,0.0,0.1,1,0,0,1
Sam Malinski,SAM.MALINSKI,8484258,COL,D,25,23,14.226086956521739,3.9,0.6,1.3,3,1,6,10
Uvis Balinskis,UVIS.BALINSKIS,8484304,FLA,D,27,26,14.100000000000001,-0.1,0.0,0.0,1,1,1,3
Jiri Smejkal,JIRI.SMEJKAL,8484314,OTT,L,26,20,9.48,-2.3,-0.4,-0.7,1,1,0,2
Waltteri Merela,WALTTERI.MERELA,8484325,T.B,C,25,19,9.81578947368421,-0.6,-0.1,-0.2,1,0,0,1
Collin Graf,COLLIN.GRAF,8484911,S.J,R,20,7,16.6,-0.9,-0.1,-0.3,0,0,2,2
